Id,Expected
HINT-20050101,0
HINT-20050102,0
HINT-20050103,0
HINT-20050104,0
HINT-20050105,0
HINT-20050106,0
HINT-20050107,0
HINT-20050108,0
HINT-20050109,0
HINT-20050110,0
HINT-20050111,0
HINT-20050112,0
HINT-20050113,0
HINT-20050114,0
HINT-20050115,0
HINT-20050116,0
HINT-20050117,0
HINT-20050118,0
HINT-20050119,0
HINT-20050120,0
HINT-20050121,0
HINT-20050122,0
HINT-20050123,0
HINT-20050124,0
HINT-20050125,0
HINT-20050126,0
HINT-20050127,0
HINT-20050128,0
HINT-20050129,0
HINT-20050130,0
HINT-20050131,0
HINT-20050201,0
HINT-20050202,0
HINT-20050203,0
HINT-20050204,0
HINT-20050205,0
HINT-20050206,0
HINT-20050207,0
HINT-20050208,0
HINT-20050209,0
HINT-20050210,0
HINT-20050211,0
HINT-20050212,0
HINT-20050213,0
HINT-20050214,0
HINT-20050215,0
HINT-20050216,0
HINT-20050217,0
HINT-20050218,0
HINT-20050219,0
HINT-20050220,0
HINT-20050221,0
HINT-20050222,0
HINT-20050223,0
HINT-20050224,0
HINT-20050225,0
HINT-20050226,0
HINT-20050227,0
HINT-20050228,0
HINT-20050301,0
HINT-20050302,0
HINT-20050303,0
HINT-20050304,0
HINT-20050305,0
HINT-20050306,0
HINT-20050307,0
HINT-20050308,0
HINT-20050309,0
HINT-20050310,0
HINT-20050311,0
HINT-20050312,0
HINT-20050313,0
HINT-20050314,0
HINT-20050315,0
HINT-20050316,0
HINT-20050317,0
HINT-20050318,0
HINT-20050319,0
HINT-20050320,0
HINT-20050321,0
HINT-20050322,0
HINT-20050323,0
HINT-20050324,0
HINT-20050325,0
HINT-20050326,0
HINT-20050327,0
HINT-20050328,0
HINT-20050329,0
HINT-20050330,0
HINT-20050331,0
HINT-20050401,0
HINT-20050402,0
HINT-20050403,0
HINT-20050404,0
HINT-20050405,0
HINT-20050406,0
HINT-20050407,0
HINT-20050408,0
HINT-20050409,0
HINT-20050410,0
HINT-20050411,0
HINT-20050412,0
HINT-20050413,0
HINT-20050414,0
HINT-20050415,0
HINT-20050416,0
HINT-20050417,0
HINT-20050418,0
HINT-20050419,0
HINT-20050420,0
HINT-20050421,0
HINT-20050422,0
HINT-20050423,0
HINT-20050424,0
HINT-20050425,0
HINT-20050426,0
HINT-20050427,0
HINT-20050428,0
HINT-20050429,0
HINT-20050430,0
HINT-20050501,0
HINT-20050502,0
HINT-20050503,0
HINT-20050504,0
HINT-20050505,0
HINT-20050506,0
HINT-20050507,0
HINT-20050508,0
HINT-20050509,0
HINT-20050510,0
HINT-20050511,0
HINT-20050512,0
HINT-20050513,0
HINT-20050514,0
HINT-20050515,0
HINT-20050516,0
HINT-20050517,0
HINT-20050518,0
HINT-20050519,0
HINT-20050520,0
HINT-20050521,0
HINT-20050522,0
HINT-20050523,0
HINT-20050524,0
HINT-20050525,0
HINT-20050526,0
HINT-20050527,0
HINT-20050528,0
HINT-20050529,0
HINT-20050530,0
HINT-20050531,0
HINT-20050601,0
HINT-20050602,0
HINT-20050603,0
HINT-20050604,0
HINT-20050605,0
HINT-20050606,0
HINT-20050607,0
HINT-20050608,0
HINT-20050609,0
HINT-20050610,0
HINT-20050611,0
HINT-20050612,0
HINT-20050613,0
HINT-20050614,0
HINT-20050615,0
HINT-20050616,0
HINT-20050617,0
HINT-20050618,0
HINT-20050619,0
HINT-20050620,0
HINT-20050621,0
HINT-20050622,0
HINT-20050623,0
HINT-20050624,0
HINT-20050625,0
HINT-20050626,0
HINT-20050627,0
HINT-20050628,0
HINT-20050629,0
HINT-20050630,0
HINT-20050701,0
HINT-20050702,0
HINT-20050703,0
HINT-20050704,0
HINT-20050705,0
HINT-20050706,0
HINT-20050707,0
HINT-20050708,0
HINT-20050709,0
HINT-20050710,0
HINT-20050711,0
HINT-20050712,0
HINT-20050713,0
HINT-20050714,0
HINT-20050715,0
HINT-20050716,0
